,Ratings,Full_review
18568,5,Very good product
18569,5,Loved it❤❤❤
18570,5,Nice pic
18571,5,Supper 👌Mind Blowing Selection
18572,4,Good product and easy to use nice
18573,5,nice and quality camera
18574,4,Pretty good
18575,5,Iam satisfied
18576,5,SUPER
18577,4,Value for money
18578,5,My first dslr .. the best one ..
18579,5,Best Camera love this
18580,2,Dimage and defactive product on flipcart don't buy
18581,4,Very nice
18582,5,Worth for Money
18583,5,This is perfect for beginners...i loved it☺️ But delivery took 10 days. Very late delivery .
18584,4,Beginers blindly can go for this camera. But Flipkart delayed delivery very badly. They should deliver at earliest.
18585,5,Nice product...
18586,5,Absolutely amazing if you want to start your career . This is the best deal
18587,5,Awesome product at this rate.
18588,5,Good For beginners
18589,5,Awesome camera
18590,4,Value for money...
18591,5,Best and clear pic in this camera
18592,1,Display issue.....
18593,5,For beginners it is a good option
18594,5,"Superb camera Packing was good Camera is awesome Quality of snap is really good in day light Superb for new user in this range I bought it @ 18,500/- and was really afraid regarding the quality, but after using it, m satisfied."
18595,5,Wonderful Loving camera ...latest new model. Thx a torn for Flip Cart team for Delivering mee early on Request .
18596,4,Moderate
18597,5,Nice .....
18598,5,Very good
18599,5,Very good
18600,5,Nice
18601,4,Amazing ..
18602,5,Nice camera for beginner to learn basic of DSLR camera
18603,5,Nice camera ❤️❤️❤️❤️❤️
18604,5,"Really worth!! good purchase my first dslr camera, Very fast delivery thanks filpkart"
18605,5,Best for a startup. User friendly.
18606,4,Good for beginners like me. Struggles in low light without tripod.
18607,5,Best budget camera. Great picture quality 👌
18608,5,Good 👍
18609,5,Best price and a very good camera
18610,5,Awesome product go for it.
18611,5,Good product low cost
18612,3,Good quality photos. At this price range this dslr is best. And provides u very satisfying images. Image quality also depends on your photographic skills. So if you want to buy a entry lever dslr in less price and good quality images then you can purchase it without any hesitation.
18613,4,Very nice product😉😉😉 awossam
18614,3,Product is good but the delivery system is very bad almost one month is taken for one product really that's was very big problem. I think they should work on about their delivery system..
18615,4,Awesome camera for beginners....easy to use and learn photography
18616,5,Good product
18617,5,Nice
18618,5,"Very good for the beginners, good Clearity and good results."
18619,5,Super quality
18620,5,Over all good
18621,5,Good Camera For beginners... Great featurs.
18622,5,Product is wonderful full. But delivery by flipkart was not on time. This time i faced to much problem from flipkart delivery.
18623,5,Nice experience
18624,5,awesome
18625,5,Really a good camera for the starting guys 😉🙂
18626,1,Waste
18627,5,It's amazing for beginner Photography in this Price range...Thanks Flipkart.
18628,5,Good DSLR under Rs.25k
18629,5,Nice camera
18630,4,Best entry level camera for beginners. Lightweight and easy to handle.
18631,2,Not expected
18632,5,Great camera for beginners
18633,5,Good picture to camera
18634,5,It was satisfying and you can grab it eyes closed
18635,5,Very good product
18636,4,Good. Good. Good.
18637,4,Nice product
18638,4,Average product
18639,5,Best price
18640,5,Product is good according to the price range. It is a beginner level DSLR so we can expect the same from it.
18641,4,Value for money
18642,5,Very Beautiful👌
18643,5,super
18644,5,"No words to describe, simply superb"
18645,5,wonderful.....amazing I love it
18646,5,Excellent!
18647,4,Nice
18648,5,As a biggener its too good
18649,1,very bad experience
18650,5,Nice product. Value for the money. It is very useful for beginners and low budget home need. Really enjoyed. Flipkart early delivery process is too good.
18651,4,Camera overall performance is wonderful but lack of mic slots are one bad mark.......
18652,5,Best DSLR for beginners
18653,4,Best DSLR camera for entry level user
18654,5,Super
18655,4,"Very good, but second time i received good camera."
18656,5,Worthy..
18657,5,Excellent product
18658,4,best
18659,5,This DSLR is awesome
18660,4,Nice picture quality
18661,5,Good one
18662,5,Just loved it
18663,3,Ok
18664,5,Great
18665,3,"Nice product good shoot,"
18666,5,Super product
18667,2,OK ok
18668,5,Niceee!!!
18669,3,Mediam
18670,5,Vy gd product...
18671,4,Nice
18672,5,Wow 😍😍😍
18673,5,I'm really soo happy about it....gud in all
18674,5,Superb quality My 1st DSLR....😍😍😍 I'm happy🕺
18675,5,I just love.... it's my favorite dreamed 1 N't used so far
18676,5,Nice camera
18677,5,Picture quality super 👌
18678,5,Love it
18679,5,Good👍
18680,5,Good Quality
18681,4,Best camera under this price
18682,4,Product is okay..... unsatisfied packing..
18683,4,Nice one best budget dslr camera
18684,4,Good for beginners level
18685,4,It's very good for new dslr users
18686,5,Nice
18687,5,best
18688,5,Nice
18689,1,Wrost camera and Wrost seller
18690,4,Good ! Happy received in good condition
18691,5,just wow......my first dslr and I am mesmerised with itz performance...
18692,5,"Superb camera, nyc click, gud clarity."
18693,4,It's a great DSLR camera for beginners. It's my first DSLR. If any smartphone user is thinking of upgrading to a DSLR and he likes photography it can be a good choice.
18694,5,Satisfied 😊
18695,5,now this is good
18696,5,Good go for it
18697,5,Very good
18698,5,Excellent
18699,4,"Very good quality product with non stm lens. Quite fast autofocus but the focus motor makes considerable noise during videography.Plastic lens mount makes it a bit less durable. There's no separate power button and viewfinder diopter , it's of a bit problem. Nevertheless , it's the most affordable dslr in the market , and it can compete with any entry level dslr. Thus it's the best pick for a beginner."
18700,3,Good for beginners.. it's better to go for Canon 1500D
18701,5,Very nice it's worth of money
18702,5,As Expected 👍
18703,5,Nice
18704,5,Awesome
18705,3,Awesome
18706,5,Really Nice Camera 🤠🤠🤠
18707,5,👍Good camera and quality
18708,5,Genuine product!
18709,5,Ultimate 🙂
18710,5,Amazing camera for the price. The basic kit lens is also far capable for day to day shots. Specially the colour science is extremely good and better saturated for a DSLR camera.  Value for money purchase 👍
18711,4,Nice camera for beginners..
18712,5,Awesome product
18713,5,Nice
18714,5,Nice
18715,5,Best camera and dslr🖤🖤
18716,5,Super camra save money but normal flash is not work
18717,5,"Camera looks good, actually very good at this price point, I got this at 19999. Body finishing also good, but delivery time could be 7 day. I will update my full review after 1 or 2 month use. Thanks to ""CORSECA & Flipkart"" for this beautiful product."
18718,1,Used product
18719,5,Just Aswame product in low budget ♥️♥️♥️
18720,4,Thank you Flipkart..its my first camera ❤️
18721,5,Good one at low price 🖤
18722,5,Awesome
18723,5,Good product but delivery very late after 21 days.
18724,5,Best camera.. Use prime lens for more better results..I'm started a small business with this camera & I'm fully satisfied.
18725,5,Superb camera truly professional
18726,5,Good product
18727,5,Perfect for beginners
18728,4,Nice product. it has no any on off dedicated switch . I think it's the minus point.
18729,5,Best budget camera . Pair it with 50 mm prime and take great shots . Best for beginner level.  Con: don't have time lapse feature but seems its tough to get at this price anyway .  I got it in sale . After bank discount it costed me 18.5k. anything below 20k is fine for this camera
18730,5,Excellent
18731,4,Super Camera I Love It
18732,4,With 18-55 lens kit not enough zoom is creat. For best in first in dslr. Thank you
18733,3,Only charger kit no data cable
18734,5,It takes high quality images And very good for entry-level I like it very much Awesome product😇
18735,5,Best in price range
18736,3,Nice camera for beginners Good photo quality Don't buy for video recording I gave it 3 stars because camera quality is best but you can't record videos properly
18737,5,Best for Explore your Dreams in budget.
18738,5,Nice
18739,5,Ultimate picture
18740,4,Nice quality 😊
18741,2,Bad quality
18742,5,Nice
18743,5,Camera nice but Seller Service very bad order processing 7 days let and order delivery 10 days late
18744,5,Superb value for money 💰💰
18745,5,good product
18746,4,Camera is cool with basic lens and 16 gb card.packing somewhat good.but the bag for carrying camera is not fulfill.
18747,5,Very nice
18748,2,Waste of money
18749,5,"Awesome, thanks"
18750,5,Product Really Great. I am totally Satisfied this product. Really good Canon 3000D
18751,5,Awesome product
18752,5,Very good product i love product
18753,5,Thankyou
18754,5,Bakwas don't buy it
18755,5,Nice camera ☺️📸
18756,5,Nice product I liked it ❤️❤️  Build quality super Image clarity is another level Focusing super    Product is very nice
18757,5,NYC PICS
18758,5,Good
18759,2,"Using it for quite some time. Fellow buyers, please don't get too much impressed with all these positive reviews. Even if price drops to 20000 during sale, its not worth it. Image quality is just like a smartphone. LCD screen has very very few pixels, so you can't use it in live view mode and also can't actually analyse picture you have just clicked. Autofocus is generally slow in live view mode in most of dslr but in this camera, it is very very slow. Image has too much noise in indoor shot..."
18760,5,Good
18761,1,Worst camera.  Not good at all.  Money waste only.
18762,4,"Good with price,got if for 17K"
18763,5,Nice camera on that price 😊
18764,5,Ok
18765,3,It's like mobile camera
18766,5,"Just go for it, the best camera under this price range."
18767,5,Excellent
18768,1,Not good
18769,4,Nice
18770,4,Awesome
18771,5,It's to good
18772,3,Good
18773,5,Happy 😊
18774,5,I love this camera very much....this is the best dslr in this lowest price....
18775,5,Good
18776,5,Worth for money
18777,5,must buy
18778,5,Most comfortable for any age gender to use and for nature lover it is a companion any time any were.
18779,1,This camera is not good and battery working is not good don't buy...
18780,5,Good
18781,5,Nice
18782,2,"Very basic DSLR, don't buy, instead go for nikon 3500"
18783,5,Ok
18784,5,Good
18785,4,Money not waste products good👍
18786,5,Amazing value for money.
18787,4,A good entry level camera
18788,5,Good for basic photography for travellers.
18789,4,"Good one for beginners, in a very low price."
18790,5,Nice resolution
18791,5,Thank you flipkart for such a support.
18792,4,Best product under 20k
18793,5,GOOD
18794,4,best Product
18795,5,Best one to explore and learn for beginners in dslr entry level
18796,5,I got it for 18.5k. Dslr camera in this rate is good one. And the image result is also good comparing to my previous digital camera.
18797,5,5 star camera for beginners
18798,5,Good
18799,5,My product is delivered yesterday. Product was in good condition. I AM Satisfied with product received. Its my 1 st DSLR. I am disappointed with flipkart and seller fir the delay in delivery of product. Camera is really good. Surely go for it.
18800,5,This is my first DSLR camera. Best camera at affordable price for beginners in photography world. Camera is very handy light weight.
18801,5,Really good result.
18802,5,Good for starting a photography
18803,3,Jus ok
18804,4,Superb damn good dont think buy it
18805,5,Canon EOS 3000D DSLR Camera is heavy products
18806,5,Nice produced
18807,5,Low budget. good camera for learning of photography.
18808,5,Best price Re. 18000/ Big Billion Day
18809,4,For beginners it is good choice
18810,4,Perfect product under 20K.
18811,5,Beginner friendly 💕
18812,5,"Very nice, superb camera for beginners got at 17000 rupees"
18813,4,Nice
18814,5,Nice quality
18815,5,Good product.
18816,5,Excellent at this price
18817,5,Very good camera
18818,4,Wonderful product...!!!!
18819,5,"Truly it's best camera for the starting stage ppl who are looking for photography and video I got for the best price INR 17,779 on BBD"
18820,4,Best in class for a beginner
18821,3,The build quality is ok .....plastic but looks good . For a entry level camera its best in this price range . But you want a serious photography career then nikon is best .....the natural colour is better in nikon. It has one issue sometimes you can't able to take picture with flash mode on in Auto mode.....still I m struggling to solve this .....its a bad experience with this dslr. But picture quality is good for a entry level dslr.
18822,5,Value for money! I loved it ???
18823,1,Worst 👎👎product. No buttons are working and is very light.
18824,5,"Nice and cool gadget in this price range, good for beginners,"
18825,4,It was good ......it is just a starter for beginners. However it captures good images than mobiles
18826,4,Great packing great product but u cant use it in the dim light and great product at a price of 24999
18827,5,So good
18828,5,SUPER SUPER sir
18829,4,Good overall
18830,5,Worth it
18831,5,Best Product for beginners Excellent product
18832,4,"It's a great entry level dslr. If you are new into the photography or video making then you may go for this product. But i would suggest you to buy Canon 1500D, if you can. After you will be used to this product then you will feel like you have to upgrade but you may not be able to buy the new one. So, go for Canon 1500D if you are buying this, if you can't afford that, then you may go for this one. At last you are the user, you must know what to buy, Do some research on what you really need."
18833,5,NYC camera
18834,5,Very nice
18835,5,Aswam Product ... Nice for begging .... Excellent good-looking and delivery packing was nice for Flipkart....love❤️❤️❤️❤️
18836,4,Nice product
18837,5,Wow.... Very good product...
18838,2,Picture quality is not clear but has. I did not like the camera.
18839,4,Nice product...
18840,5,Good camera for beginners
18841,5,Vera level super in this price segment
18842,5,"Fully satisfied..with this product, thx Flipkart"
18843,5,Very excellent product for basic price. But made of plastic.except that all is good. Fantastic. Replaceble for smart phone cameras
18844,5,This is my first DSLR and I'm very with with this Product really good thanks Canon and flipkart for this good deal..
18845,5,Gd camera
18846,5,Perfect dslr for photoshoots
18847,5,Quality 👍👌nice product
18848,5,Best camera under 20k
18849,5,Hats up delivery boy n product
18850,5,Excellent Picture Quality
18851,4,In this price range u can't get better than this delivery is also on time thnks to flipkRt for all this
18852,5,It's an amazing camera under budget
18853,1,"Not upto the mark, picture quality is very poor and sometimes it feels very sluggish."
18854,4,The camera is very good and received in excellent condition... Good for beginners...
18855,5,Nice..
18856,4,Under 20K price this is one of the best camera from canon for entry level photography enthusiast..
18857,5,Super
18858,5,Must buy
18859,3,Nice
18860,5,Okay
18861,5,The Product is Awesome.. Excellent price in Sale..Thank you flipcart and Ecart team for your efforts...
18862,4,Nice Camera....but battery low performance...
18863,5,Nice superb
18864,5,Very nice camera I love this camera
18865,5,"For basic photography, this is a very good starting DSLR model. If you can focus manually then the 18-55lens can land some decent pics. Got this for 18k in big billion day. Kudos to Flipkart and Canon."
18866,5,Good product Good for amateurs photographer's
18867,5,osm
18868,4,Smart camera for beginners.
18869,4,Good enough for the starters of DSLR users
18870,5,Nic
18871,5,This camera is amazing for beginners. Quality is great. I'm very happy with this camera.
18872,3,Okay.. Good product
18873,4,Nice
18874,5,"You will get what is shown, but please since its a DSLR do not expect tooo much. This camera is for beginners ONLY , so that they can play around with manual settings and get to know more about DSRLs. I bought it on big billion sale which was really really worth."
18875,5,Extremely Lovable 😍😘🥰
18876,5,Superb 👌
18877,5,Best camera for beginners and entry level at this cost. I got it only in 20k in big billion day
18878,5,Awesome pictures quality ...
18879,5,nice camera
18880,5,Nice products ❤
18881,5,Enough for beginners
18882,5,Awosome dslr
18883,4,Nice product
18884,2,Just ok
18885,4,BEST CAMARA 📷
18886,5,Awesome.. Family who needs DSLR camera it is perfect to serve their needs as far as photography is concerned. And obviously within moderate /or low budget. Quality of photo/image speaks for itself...
18887,5,Awesome camera
18888,5,Very very good super but lens
18889,5,Super Camer I love Canon Thank you Flipkart
18890,5,Awesome camera..... brilliant..... photo produce....bigginers best choice
18891,4,Got it for 17.2k during the big billion days and it is a good camera at that price. The product description says that the USB is a type c connector but it is a USB Mini B connector. Display of the camera is average don't look at the picture quality when viewing on the camera's screen.
18892,5,Jst amazing dslr camera for beginners...
18893,5,Niceone...
18894,1,Received spark shoes against camera.
18895,5,Bought it for 18k. Best & Budget DSLR for Start-up... Luvd it
18896,4,After a long time
18897,5,Super
18898,5,Super camera 😇 Best quality 😍
18899,5,Perfect camera for beginners
18900,3,"It's been just few days and so far things are good with this camera. Only problem is with packaging, I got torn camera bag."
18901,5,"Good product, got in big billion with great discount"
18902,5,Nice product
18903,4,Best deal ever and also a very good beginner DSLR..😍 Loved It... Thanks to Big billion Sale..🤣😜
18904,5,Superb...worth for cost.. photo's good quality ...superb... Superb..m
18905,5,Good Quality overall!!
18906,5,NICE
18907,4,"Not for picture perfect photos but, definitely better than smartphone camera...and must buy extra lens,the lens given in the box is not for background blur or portrait...it will only take photos with zoom and for different conditions...not for heavy background blur.."
18908,5,Teriffic! Good for portrait and macro photography.. Here are some pics with 18-55mm kit lens. Would get even more osm pics with prime lens.
18909,3,"Product is very good , but bad delivery service"
18910,5,Camera is amazing and superb the picture quality rocks! got it for 17999/- at BBD
18911,5,Best picture Quality.....
18912,5,Very nice product
18913,5,Best camera
18914,5,Very good product n I loved it
18915,4,Good
18916,5,Great one
18917,5,"Nice Camra, I love it"
18918,5,Osm product
18919,5,Awesome camera cheap and best... I purchased this product on big billion days.price 19k
18920,4,Not bad
18921,5,Great Product at Amazing Price during Big Billion Days Sale.Delivery was fast and Good. Thanks Flipcart
18922,5,Good camera
18923,1,Product wise it's good only . I got its for less price cameras is good for beginners but the seller side and delivery side it's horrible they are taking more time and not updating the details also. And first time am seeing the total worst customer service from Flipkart if we ask also they will not provide any details and if u complaint means they will change the delivery date and extend for one more week
18924,5,It's really nice
18925,4,Good
18926,5,Best camera...
18927,3,Nice cemra this price
18928,4,"Yes, This camera is Good for beginners and I got it at affordable price.."
18929,3,"Ok Ok, not soo satisfied."
18930,4,I purchase this only 18000
18931,5,Awsm camera
18932,5,Nice
18933,5,Amazing experience by this canon
18934,2,"Well it is a quite good camera but the material used in the body of this camera is purely plastic , which feels like i am handling a cheap camera , even the lens mount in this camera is also made up of plastic material, Don't buy this camera you can go for the EOS 1500D"
18935,5,Okay with Flipkart
18936,4,Very nice camera
18937,4,"An excellent option at this price range....I got it for 17,000...the product is worth of every penny.... If you are a person who wants to learn photography..this is the one you can blindly opt for this."
18938,4,product is in good condition. Thanks to flipkart
18939,5,Product is good only con is auto focus is too slow
18940,5,Ossam camera and ossam picture quality.
18941,5,For me its more than what i expected Thanks Flipkart ❤️
18942,5,Awesome picture quality..Just love it
18943,4,Good camera for basic use.
18944,5,Prompt and fast delivery. Good packing.. Nice budget camera.
18945,5,Super
18946,5,Best cam
18947,3,Nice camera but video quality is low .
18948,5,Good product 👍
18949,5,Nice product 🤠 proper sealed
18950,5,Great product. I love it
18951,5,Most loved for the begginner
18952,5,Best deal i have taken in Flipkart BBD sale the canon EOS 3000D Dslr camera taking a very good quality images and also videos
18953,5,Nice camera
18954,5,A good one for beginners 😍
18955,5,Nice product 👌👍
18956,5,Excellent Product at the entry Level
18957,5,Very light and osm camera in low price..
18958,5,Good one Pvt
18959,5,Pretty good product... Its a very good camera in this range... Its good for beginners... But there is no external microphone Jack...
18960,4,"It's my first DSLR Camera, picture quality is good. Only concern is this Camera is made in Taiwan wherein seller is saying Japan !!!  Registered online for 2 year warranty and it got registered so hoping its a genuine product.  Got it at a very good price during Big Billion sale for which I am really happy and Thank you Flipkart for superfast delivery."
18961,4,Super
18962,5,Ossum dslr in such a low price.
18963,5,Best one for beginners..
18964,4,Good
18965,5,ok
18966,5,Very Good Product at this price thank to Flipkart
18967,5,It's a good DSLR. I have Nikon 5600 and I bought this for my son. Love it. Thanks flipkart & seller.
18968,5,Excellent. Value for Money
18969,5,Nice camera
18970,2,Avarage bulid quality don't expect more from photos poor battery
18971,5,Nice
18972,5,"it is a very good product for the price of 17,999/-. it is learnable and easy to take photos. also available auto-zoom option."
18973,5,Good product
18974,5,Wow great👍
18975,5,Amazing product in this price range... value for money.. best entry level DSLR.👍🖤🖤
18976,5,Good
18977,5,Good product fast delivery Loving it Thanks Flipkart
18978,5,Osm for beginners
18979,4,Manufactured in Taiwan not in Japan.
18980,4,Better than expected!
18981,5,Excellent
18982,5,Best Service Of Flipkart & Canon Best Camers
18983,3,Just love this beauty.. Thanx Flipkart
18984,5,Excellent 👌
18985,4,Nice camera for beginners
18986,5,Good
18987,5,Best dslr 👌👌👍👍
18988,5,Very good
18989,5,Nice product
18990,5,"Really happy with the delivery service; the product is in a really good condition and was a tear in the moment for me to earn a DSLR, thank you so much Flipkart"
18991,5,Oosam
18992,5,ausome camera valuable of money
18993,5,The product is amazing as expected.
18994,2,Not working properly
18995,5,Awesome
18996,5,I am satisfied
18997,5,osm product
18998,4,Got this for 17250/- in BBD sale. Best entry level DSLR. Good for beginners
18999,5,Awesome product for beginners
19000,4,Best Dslr in budget. Hope this review will help to others
19001,1,Not good
19002,3,two day before i brought this camera. picture quality of this camera is good(not expect much as per the price). it makes sounds while setting A-focus and capturing pictures as well. due to sound birds were flying away when i am trying to take a pictures of birds. mike jack should be available in camera. I took bird pictures using wifi (placed the camera at one place and controlled the camera via mobile  lense - you can take pictures with lense 18-55 mm but for wildlife photography this lens...
19003,5,Camera is good if purchased below 20000 Rs. Best budget dslr for photography.
19004,4,Better for beginners... Product and delivery are good..
19005,5,Thq for every thing
19006,4,Nice entry level camera satisfied with this product from canon
19007,5,Very good
19008,5,Very nice nice camera
19009,5,Satisfied 👌👍
19010,5,Best budget camera for beginners!!
19011,5,Good quality 👍
19012,5,I love it .my first DSLR
19013,5,Good camera for this price range.  But the disadvantages are mentioned below:  video quality not good Low-quality body No audio jack port (not suitable for bloggers) There is no automatic flash open switch (manual) The screen size (2.7) is small compared to others
19014,5,Adorable price nd good for beginners . Safe delivery
19015,2,Average product not quality performance
19016,5,Really good and too much good for beginners
19017,5,Its very fantastic dslr👌👌. Plz dont think so high and Believe me plz don't worry its image quality is much better as u expect❤️❤️❤️❤️❤️❤️❤️
19018,5,Good quality.
19019,5,Its too good
19020,5,"Easy to use, light weight, great picture quality as per the price. Great deal 😎😎😎😎😎"
19021,5,Osam product love it
19022,1,worest quality don't buy it very cheap quality please everyone don't buy
19023,4,Very Good Product
19024,5,Very nice camera by Canon in this price. Best for starting photography. Thank you Canon & Flipkart for make it real 😊😊
19025,5,too good
19026,5,Super👌👌👌
19027,5,Awesome Products
19028,4,Nice... but the adapter of external flash may get rust as it does not have a cap over it. And it does not have automated flash. But light in weight. Good choice for beginners.
19029,5,Good
19030,5,This DSLR is really good on this price range 😍😍😍
19031,5,Nice Camera
19032,5,Nicr
19033,5,Very good
19034,5,Worth more than the price.. best dslr for the beginner. Easy to use and carry.. captures good quality photos.. value for money.. thanks to flipkart for fast delivery.. happy happy
19035,4,Very nice camera am happy with this product
19036,4,Nice product
19037,5,Nice
19038,4,Good camera
19039,5,Nice
19040,5,My first ever DSLR literally happy!
19041,5,Osm quality
19042,5,Happy to have this one.... I got it in Big B Date..... Just at 17749/- only.. Very happy to have my first DSLR. For Family use its very Good in outfoor and indoor and low light. I have a plan to buy one lens next which is canon 50mm 1.8. Right now im very happy to have this one.
19043,5,Best For Beginners ...And OneOf The Best DSLR in this price Segment
19044,5,Amazing .I am so happy this product.and wishes to canon EOS company . Good product
19045,4,Good
19046,5,It's awesome. Go for it.
19047,4,On Time delivery from Flipkart and good camera on this price.
19048,5,Nice camera good picture quality
19049,5,Thanks flipkart Great Product ❤❤
19050,4,"Excellent camera ,go for it"
19051,3,Not bad
19052,5,To Good
19053,3,It's ok. But not excellent...
19054,5,Good camera nice phots
19055,4,Nice but not goood
19056,5,Nice Product..
19057,5,Osm pick and nice prodect in this prise
19058,5,"I'm putting my opinion about this product after using it for 1 year. You won't be getting any other DSLR at this point of price as of now (October, 2020). It's a light weight camera, with 18-55 mm lens kit, it weighs slightly over 500 grams. The picture quality is phenomenal and is comparable to any other entry level DSLR or even the more expensive entry level mirrorless cameras.  Pros: Wide ISO range. Clicks raw images. Auto-focus is fabulous. Detailed picture quality. HDMI support. Wide ran..."
19059,5,Good deal..Superb product
19060,5,The best entry level DSLR at a very good price. Good for beginner level photographers and budget friendly as well. Please go for this model.
19061,5,Good
19062,4,Its great.
19063,5,Excellance service an prize Simply fabulous 101% mark
19064,5,Nice
19065,5,Excellent go for it 😎
19066,5,Best camera this price segment
19067,3,Nyc
19068,1,Worst product dont take it at all it is loss of money n flipkart dosen't return ur refund also nly replacement they give very sad that I took n I loss my money in this
19069,5,Excellent
19070,3,Packing very worst
19071,5,Good dslr
19072,5,Perfect for family use
19073,5,Nice product
19074,1,Very very angry because this is 4 times with me I received old camera and use camera with box open and repack by flipkart .
19075,3,Not bad
19076,5,Nice
19077,5,"Nice camera, You can use everywhere, where you want. I mainly use this camera for macro and nature photography. I appreciate and recommend this camera. 🙂🙂🙂"
19078,5,Super good
19079,5,"Product i got is superb, fast delivery before mentioning date, so its really awesome."
19080,4,good image quality
19081,5,Worth of the product ...
19082,5,Nice pics
19083,5,Nice camera in this budget
19084,1,"Camera quality is very poor I am using vivo 15k mobile, my 15k mobile pics are better then camera."
19085,5,It is not 35x optical zoom It is 10x optical zoom Picture quality 80% It is not better but best camera as low cost All other is very good
19086,4,Very good product
19087,5,Osm nice product value for money thank u flipcart
19088,5,Super 🙅🙅🙅
19089,5,Best entry level camera..
19090,5,Good
19091,5,Good
19092,5,Good
19093,5,Happy nice product
19094,2,Not bad
19095,4,Woww wonderful
19096,4,"Got faulty in first place, but replaced with the working one...took some time but okay with that.... Thank you Flipkart"
19097,5,Super clarity of camera low price camera super and thanks Flipkart
19098,5,Nice
19099,4,Amazing quality!!!
19100,5,Happy
19101,5,Nice one
19102,5,Very good camera for beginners.. value for money
19103,4,Just be nice dslr camera fantastic luck
19104,5,Great camera for it's price and fast delivery..!!
19105,5,Awesome product Fully satisfied 🙂😊
19106,5,It's worth for this price............
19107,5,Very nice camera. Delivered in 3 days
19108,4,Super
19109,5,So good at this price 👌
19110,2,Product damage
19111,4,Good product...but click button work on long press
19112,4,Best entry level DSLR .. I u want to enjoy every pic or video then purchase prime lens along with camera for best experience
19113,5,Very good product
19114,4,Good one for starters at 22.5k!!
19115,1,Video recording function does not work in this camera.Video recording does not exceed a maximum of 4 minutes.
19116,5,Excellent
19117,5,Best for beginners and awesome product
19118,5,All thanks to the bid and win show and the entire flipkart team 🤗🤗
19119,5,Good one for beginners.
19120,3,Camera Quality is good. I basically took it for my YouTube videos. DSLR in 19k is pretty much pocket friendly. The main problem with this camera is that is has no audio input or output. You can not connect a lapel mic to it and it also doesn't have any speaker. It also doesn't have an on off switch. Rest features & picture quality is good.
19121,4,Good
19122,5,Good quality of product.
19123,4,Good camera for beginners
19124,5,Excellent for beginer
19125,4,Umm....just one thing does the job...
19126,5,Nice photo shoot in manual mode and potrait mode 🥰
19127,5,Excellent dslr
19128,5,Totally Satisfied.
19129,5,For beginners it's a excellent camera
19130,5,Good camera
19131,3,Good
19132,5,it's good for beginners... but my warranty have a problem
19133,1,Miss
19134,3,Only for 1st Timers...
19135,5,Very good product value for money
19136,5,nice
19137,5,Excellent product.. thank you Amazon..i lov it ..
19138,4,It is very useful for beginners
19139,1,No option to connect a mic and that is a basic option for any cameras
19140,5,Thank you
19141,5,Perfect build quality with Perfect performance👌👌👌
19142,5,Great product
19143,5,Nice product 👌👌 thanks Flipkart
19144,4,nice
19145,5,Can start with the basics.
19146,4,"Good camera but only one issue that it has only internal mic, there is not any options to connect external mic to record video. Other than this, it is a wonderful camera."
19147,4,Price are better and experience is also better...
19148,5,Very good quality
19149,4,Thank u flipkart amazing picture quality superb full paesa vasool
19150,5,Very ninc camera
19151,5,Just an awesome camera for beginners.
19152,4,Best for Beginners
19153,5,Nice product thank you Flipkart
19154,5,Camera is good but I received this product after one month the bad courier service.
19155,5,Good Camera with less price within budget.
19156,3,Nice
19157,5,Good product 👌 Nice item
19158,5,Wow camera clarity jabardast
19159,5,Supper quality nice photoshoot
19160,5,Good one for Beginner.... Excellent product at this price.
19161,5,Value for money I just love it it's really brilliant brilliant excellent #5 star
19162,5,Nice camera
19163,5,I liked the product very much but I was very much disappointed with the shipment and the logistics team took around 9 days from Bengaluru to Bhubaneswar which I felt very much disheartened. But good things takes its own time. Happy with Flipkart hope they send the items with other logistics partners.  Kudos to them.
19164,3,Nice one.... Like it. No long stories
19165,5,"Probably the best Camera for the Beginner. Am an intermediate Photographer. Have chosen this dslr for my photography purpose. Ofcourse it's a basic Camera for the Beginners but it gives the best output. Am a Vlogger in YouTube, but this doesnt help out in doing vlog as it's a basic one though.  Delivery: On Time( Delivered 1 day before the delivery date).  There are no Pros and Cons. This is the only camera that allows the Beginners to learn the photography skills.  Grabbed this camera for ..."
19166,2,Not bad
19167,4,Good
19168,5,Cool
19169,4,Nice
19170,5,Very good camera at the price range
19171,5,Nice camera... excellent photos. Best photos get from 50mm prime lens. Kit lens is poor quality..
19172,4,It’s a quite good camera for beginners. Must warn u this camera is only for good lighting conditions. Under low lighting conditions this camera struggles to take a photograph. Battery back up is also descent.
19173,1,Very bed
19174,4,Nice product. Best for beginners.
19175,5,Very Good camera ... amazing pic quality
19176,4,Nice product
19177,4,Really asome in this price range
19178,5,Picture quality supper
19179,5,Exlent 😍😍😍 Value for money Very good performance
19180,4,Happy with the Product.  Thanks to flipkart for ontime delivery. Camera was good and picture quality was also awesome with the basic lens provided along with the camera.  2 years of warranty as well. Which will be activated by Flipkart by default and no need to register for warranty again.  For better bokeh effects and more quality of the pictures we nees to purchase 50mm lens
19181,5,This the my first DSLR. It's my dream to purchase and explore my passion of natural photography. I am very satisfied with this product. Good for beginner...go for it..
19182,5,It's a good camara and awesome features....I loved it
19183,5,The product is awsome.I like all the features.The quality of pics are just awsome.Totally worth and value for money.
19184,4,Nice
19185,5,Wonderfull Camera.. Best for Beginners..
19186,5,Best dslr in budget
